,topleft,topright,bottomleft,bottomright,radius
122,"{'x': -80.935301625, 'y': 35.05472948437501}","{'x': -80.94060493749998, 'y': 35.05472948437501}","{'x': -80.935301625, 'y': 35.048793843750005}","{'x': -80.94060493749998, 'y': 35.048793843750005}",408.8568870802756
123,"{'x': -80.94060593749998, 'y': 35.05472948437501}","{'x': -80.94590824999999, 'y': 35.05472948437501}","{'x': -80.94060593749998, 'y': 35.048793843750005}","{'x': -80.94590824999999, 'y': 35.048793843750005}",408.8300198780981
124,"{'x': -80.92469299999999, 'y': 35.06066712500001}","{'x': -80.9299968125, 'y': 35.06066712500001}","{'x': -80.92469299999999, 'y': 35.05473048437501}","{'x': -80.9299968125, 'y': 35.05473048437501}",408.9048360687782
125,"{'x': -80.92999781249999, 'y': 35.06066712500001}","{'x': -80.935300625, 'y': 35.06066712500001}","{'x': -80.92999781249999, 'y': 35.05473048437501}","{'x': -80.935300625, 'y': 35.05473048437501}",408.877973389591
126,"{'x': -80.92469299999999, 'y': 35.05472948437501}","{'x': -80.9299968125, 'y': 35.05472948437501}","{'x': -80.92469299999999, 'y': 35.048793843750005}","{'x': -80.9299968125, 'y': 35.048793843750005}",408.8703219203084
127,"{'x': -80.92999781249999, 'y': 35.05472948437501}","{'x': -80.935300625, 'y': 35.05472948437501}","{'x': -80.92999781249999, 'y': 35.048793843750005}","{'x': -80.935300625, 'y': 35.048793843750005}",408.8434530661784
128,"{'x': -80.998948125, 'y': 35.072540156250014}","{'x': -81.0042510625, 'y': 35.072540156250014}","{'x': -80.998948125, 'y': 35.06660414062501}","{'x': -81.0042510625, 'y': 35.06660414062501}",408.83256365354674
129,"{'x': -81.0042520625, 'y': 35.072540156250014}","{'x': -81.009554, 'y': 35.072540156250014}","{'x': -81.0042520625, 'y': 35.06660414062501}","{'x': -81.009554, 'y': 35.06660414062501}",408.8057084728349
130,"{'x': -80.998948125, 'y': 35.06660314062501}","{'x': -81.0042510625, 'y': 35.06660314062501}","{'x': -80.998948125, 'y': 35.06066812500001}","{'x': -81.0042510625, 'y': 35.06066812500001}",408.7980451728432
131,"{'x': -81.0042520625, 'y': 35.06660314062501}","{'x': -81.009554, 'y': 35.06660314062501}","{'x': -81.0042520625, 'y': 35.06066812500001}","{'x': -81.009554, 'y': 35.06066812500001}",408.7711838169161
132,"{'x': -80.98834025, 'y': 35.072540156250014}","{'x': -80.9936436875, 'y': 35.072540156250014}","{'x': -80.98834025, 'y': 35.06660414062501}","{'x': -80.9936436875, 'y': 35.06660414062501}",408.84599248153853
133,"{'x': -80.9936446875, 'y': 35.072540156250014}","{'x': -80.998947125, 'y': 35.072540156250014}","{'x': -80.9936446875, 'y': 35.06660414062501}","{'x': -80.998947125, 'y': 35.06660414062501}",408.81913565061853
134,"{'x': -80.98834025, 'y': 35.06660314062501}","{'x': -80.9936436875, 'y': 35.06660314062501}","{'x': -80.98834025, 'y': 35.06066812500001}","{'x': -80.9936436875, 'y': 35.06066812500001}",408.81147708851904
135,"{'x': -80.9936446875, 'y': 35.06660314062501}","{'x': -80.998947125, 'y': 35.06660314062501}","{'x': -80.9936446875, 'y': 35.06066812500001}","{'x': -80.998947125, 'y': 35.06066812500001}",408.78461408228173
136,"{'x': -80.998948125, 'y': 35.08441418750001}","{'x': -81.0042510625, 'y': 35.08441418750001}","{'x': -80.998948125, 'y': 35.07847767187501}","{'x': -81.0042510625, 'y': 35.07847767187501}",408.8342821919891
137,"{'x': -81.0042520625, 'y': 35.08441418750001}","{'x': -81.009554, 'y': 35.08441418750001}","{'x': -81.0042520625, 'y': 35.07847767187501}","{'x': -81.009554, 'y': 35.07847767187501}",408.80743493948717
138,"{'x': -80.998948125, 'y': 35.07847667187501}","{'x': -81.0042510625, 'y': 35.07847667187501}","{'x': -80.998948125, 'y': 35.07254115625001}","{'x': -81.0042510625, 'y': 35.07254115625001}",408.7997624976862
139,"{'x': -81.0042520625, 'y': 35.07847667187501}","{'x': -81.009554, 'y': 35.07847667187501}","{'x': -81.0042520625, 'y': 35.07254115625001}","{'x': -81.009554, 'y': 35.07254115625001}",408.7729090696711
140,"{'x': -80.98834025, 'y': 35.08441418750001}","{'x': -80.9936436875, 'y': 35.08441418750001}","{'x': -80.98834025, 'y': 35.07847767187501}","{'x': -80.9936436875, 'y': 35.07847767187501}",408.8477070557085
141,"{'x': -80.9936446875, 'y': 35.08441418750001}","{'x': -80.998947125, 'y': 35.08441418750001}","{'x': -80.9936446875, 'y': 35.07847767187501}","{'x': -80.998947125, 'y': 35.07847767187501}",408.8208581532216
142,"{'x': -80.98834025, 'y': 35.07847667187501}","{'x': -80.9936436875, 'y': 35.07847667187501}","{'x': -80.98834025, 'y': 35.07254115625001}","{'x': -80.9936436875, 'y': 35.07254115625001}",408.81319044923896
143,"{'x': -80.9936446875, 'y': 35.07847667187501}","{'x': -80.998947125, 'y': 35.07847667187501}","{'x': -80.9936446875, 'y': 35.07254115625001}","{'x': -80.998947125, 'y': 35.07254115625001}",408.78633537113654
144,"{'x': -80.97773287499999, 'y': 35.072540156250014}","{'x': -80.98303606249999, 'y': 35.072540156250014}","{'x': -80.97773287499999, 'y': 35.06660414062501}","{'x': -80.98303606249999, 'y': 35.06660414062501}",408.8392779644148
145,"{'x': -80.98303706249999, 'y': 35.072540156250014}","{'x': -80.98833925, 'y': 35.072540156250014}","{'x': -80.98303706249999, 'y': 35.06660414062501}","{'x': -80.98833925, 'y': 35.06660414062501}",408.8124219585785
146,"{'x': -80.97773287499999, 'y': 35.06660314062501}","{'x': -80.98303606249999, 'y': 35.06660314062501}","{'x': -80.97773287499999, 'y': 35.06066812500001}","{'x': -80.98303606249999, 'y': 35.06066812500001}",408.804761027547
147,"{'x': -80.98303706249999, 'y': 35.06660314062501}","{'x': -80.98833925, 'y': 35.06660314062501}","{'x': -80.98303706249999, 'y': 35.06066812500001}","{'x': -80.98833925, 'y': 35.06066812500001}",408.77789884644443
148,"{'x': -80.96712449999998, 'y': 35.072540156250014}","{'x': -80.97242818749999, 'y': 35.072540156250014}","{'x': -80.96712449999998, 'y': 35.06660414062501}","{'x': -80.97242818749999, 'y': 35.06660414062501}",408.85270720490774
149,"{'x': -80.97242918749998, 'y': 35.072540156250014}","{'x': -80.97773187499999, 'y': 35.072540156250014}","{'x': -80.97242918749998, 'y': 35.06660414062501}","{'x': -80.97773187499999, 'y': 35.06660414062501}",408.8258495489447
150,"{'x': -80.96712449999998, 'y': 35.06660314062501}","{'x': -80.97242818749999, 'y': 35.06660314062501}","{'x': -80.96712449999998, 'y': 35.06066812500001}","{'x': -80.97242818749999, 'y': 35.06066812500001}",408.8181933557495
151,"{'x': -80.97242918749998, 'y': 35.06660314062501}","{'x': -80.97773187499999, 'y': 35.06660314062501}","{'x': -80.97242918749998, 'y': 35.06066812500001}","{'x': -80.97773187499999, 'y': 35.06066812500001}",408.7913295244181
152,"{'x': -80.97773287499999, 'y': 35.08441418750001}","{'x': -80.98303606249999, 'y': 35.08441418750001}","{'x': -80.97773287499999, 'y': 35.07847767187501}","{'x': -80.98303606249999, 'y': 35.07847767187501}",408.8409945207349
153,"{'x': -80.98303706249999, 'y': 35.08441418750001}","{'x': -80.98833925, 'y': 35.08441418750001}","{'x': -80.98303706249999, 'y': 35.07847767187501}","{'x': -80.98833925, 'y': 35.07847767187501}",408.8141464432201
154,"{'x': -80.97773287499999, 'y': 35.07847667187501}","{'x': -80.98303606249999, 'y': 35.07847667187501}","{'x': -80.97773287499999, 'y': 35.07254115625001}","{'x': -80.98303606249999, 'y': 35.07254115625001}",408.80647637034224
155,"{'x': -80.98303706249999, 'y': 35.07847667187501}","{'x': -80.98833925, 'y': 35.07847667187501}","{'x': -80.98303706249999, 'y': 35.07254115625001}","{'x': -80.98833925, 'y': 35.07254115625001}",408.77962211726316
156,"{'x': -80.96712449999998, 'y': 35.08441418750001}","{'x': -80.97242818749999, 'y': 35.08441418750001}","{'x': -80.96712449999998, 'y': 35.07847767187501}","{'x': -80.97242818749999, 'y': 35.07847767187501}",408.8544197968997
157,"{'x': -80.97242918749998, 'y': 35.08441418750001}","{'x': -80.97773187499999, 'y': 35.08441418750001}","{'x': -80.97242918749998, 'y': 35.07847767187501}","{'x': -80.97773187499999, 'y': 35.07847767187501}",408.8275700694812
158,"{'x': -80.96712449999998, 'y': 35.07847667187501}","{'x': -80.97242818749999, 'y': 35.07847667187501}","{'x': -80.96712449999998, 'y': 35.07254115625001}","{'x': -80.97242818749999, 'y': 35.07254115625001}",408.819904734366
159,"{'x': -80.97242918749998, 'y': 35.07847667187501}","{'x': -80.97773187499999, 'y': 35.07847667187501}","{'x': -80.97242918749998, 'y': 35.07254115625001}","{'x': -80.97773187499999, 'y': 35.07254115625001}",408.7930488312809
160,"{'x': -80.998948125, 'y': 35.096287718750006}","{'x': -81.0042510625, 'y': 35.096287718750006}","{'x': -80.998948125, 'y': 35.09035145312501}","{'x': -81.0042510625, 'y': 35.09035145312501}",408.8023348959749
161,"{'x': -81.0042520625, 'y': 35.096287718750006}","{'x': -81.009554, 'y': 35.096287718750006}","{'x': -81.0042520625, 'y': 35.09035145312501}","{'x': -81.009554, 'y': 35.09035145312501}",408.77549336215236
162,"{'x': -80.998948125, 'y': 35.09035045312501}","{'x': -81.0042510625, 'y': 35.09035045312501}","{'x': -80.998948125, 'y': 35.08441518750001}","{'x': -81.0042510625, 'y': 35.08441518750001}",408.76781550744505
163,"{'x': -81.0042520625, 'y': 35.09035045312501}","{'x': -81.009554, 'y': 35.09035045312501}","{'x': -81.0042520625, 'y': 35.08441518750001}","{'x': -81.009554, 'y': 35.08441518750001}",408.74096779771014
164,"{'x': -80.98834025, 'y': 35.096287718750006}","{'x': -80.9936436875, 'y': 35.096287718750006}","{'x': -80.98834025, 'y': 35.09035145312501}","{'x': -80.9936436875, 'y': 35.09035145312501}",408.81575690018025
165,"{'x': -80.9936446875, 'y': 35.096287718750006}","{'x': -80.998947125, 'y': 35.096287718750006}","{'x': -80.9936446875, 'y': 35.09035145312501}","{'x': -80.998947125, 'y': 35.09035145312501}",408.78891371660524
166,"{'x': -80.98834025, 'y': 35.09035045312501}","{'x': -80.9936436875, 'y': 35.09035045312501}","{'x': -80.98834025, 'y': 35.08441518750001}","{'x': -80.9936436875, 'y': 35.08441518750001}",408.78124059968326
167,"{'x': -80.9936446875, 'y': 35.09035045312501}","{'x': -80.998947125, 'y': 35.09035045312501}","{'x': -80.9936446875, 'y': 35.08441518750001}","{'x': -80.998947125, 'y': 35.08441518750001}",408.7543912400936
168,"{'x': -80.998948125, 'y': 35.10816225000001}","{'x': -81.0042510625, 'y': 35.10816225000001}","{'x': -80.998948125, 'y': 35.102225484375005}","{'x': -81.0042510625, 'y': 35.102225484375005}",408.8040474396502
169,"{'x': -81.0042520625, 'y': 35.10816225000001}","{'x': -81.009554, 'y': 35.10816225000001}","{'x': -81.0042520625, 'y': 35.102225484375005}","{'x': -81.009554, 'y': 35.102225484375005}",408.7772138368378
170,"{'x': -80.998948125, 'y': 35.10222448437501}","{'x': -81.0042510625, 'y': 35.10222448437501}","{'x': -80.998948125, 'y': 35.09628871875}","{'x': -81.0042510625, 'y': 35.09628871875}",408.7695268356729
171,"{'x': -81.0042520625, 'y': 35.10222448437501}","{'x': -81.009554, 'y': 35.10222448437501}","{'x': -81.0042520625, 'y': 35.09628871875}","{'x': -81.009554, 'y': 35.09628871875}",408.7426870566513
172,"{'x': -80.98834025, 'y': 35.10816225000001}","{'x': -80.9936436875, 'y': 35.10816225000001}","{'x': -80.98834025, 'y': 35.102225484375005}","{'x': -80.9936436875, 'y': 35.102225484375005}",408.81746547818295
173,"{'x': -80.9936446875, 'y': 35.10816225000001}","{'x': -80.998947125, 'y': 35.10816225000001}","{'x': -80.9936446875, 'y': 35.102225484375005}","{'x': -80.998947125, 'y': 35.102225484375005}",408.7906302258415
174,"{'x': -80.98834025, 'y': 35.10222448437501}","{'x': -80.9936436875, 'y': 35.10222448437501}","{'x': -80.98834025, 'y': 35.09628871875}","{'x': -80.9936436875, 'y': 35.09628871875}",408.78294796238697
175,"{'x': -80.9936446875, 'y': 35.10222448437501}","{'x': -80.998947125, 'y': 35.10222448437501}","{'x': -80.9936446875, 'y': 35.09628871875}","{'x': -80.998947125, 'y': 35.09628871875}",408.7561065337339
176,"{'x': -80.97773287499999, 'y': 35.096287718750006}","{'x': -80.98303606249999, 'y': 35.096287718750006}","{'x': -80.97773287499999, 'y': 35.09035145312501}","{'x': -80.98303606249999, 'y': 35.09035145312501}",408.80904579497815
177,"{'x': -80.98303706249999, 'y': 35.096287718750006}","{'x': -80.98833925, 'y': 35.096287718750006}","{'x': -80.98303706249999, 'y': 35.09035145312501}","{'x': -80.98833925, 'y': 35.09035145312501}",408.7822034362591
178,"{'x': -80.97773287499999, 'y': 35.09035045312501}","{'x': -80.98303606249999, 'y': 35.09035045312501}","{'x': -80.97773287499999, 'y': 35.08441518750001}","{'x': -80.98303606249999, 'y': 35.08441518750001}",408.7745279504584
179,"{'x': -80.98303706249999, 'y': 35.09035045312501}","{'x': -80.98833925, 'y': 35.09035045312501}","{'x': -80.98303706249999, 'y': 35.08441518750001}","{'x': -80.98833925, 'y': 35.08441518750001}",408.7476794157758
180,"{'x': -80.96712449999998, 'y': 35.096287718750006}","{'x': -80.97242818749999, 'y': 35.096287718750006}","{'x': -80.96712449999998, 'y': 35.09035145312501}","{'x': -80.97242818749999, 'y': 35.09035145312501}",408.8224682115709
181,"{'x': -80.97242918749998, 'y': 35.096287718750006}","{'x': -80.97773187499999, 'y': 35.096287718750006}","{'x': -80.97242918749998, 'y': 35.09035145312501}","{'x': -80.97773187499999, 'y': 35.09035145312501}",408.79562420318047
182,"{'x': -80.96712449999998, 'y': 35.09035045312501}","{'x': -80.97242818749999, 'y': 35.09035045312501}","{'x': -80.96712449999998, 'y': 35.08441518750001}","{'x': -80.97242818749999, 'y': 35.08441518750001}",408.7879534551095
183,"{'x': -80.97242918749998, 'y': 35.09035045312501}","{'x': -80.97773187499999, 'y': 35.09035045312501}","{'x': -80.97242918749998, 'y': 35.08441518750001}","{'x': -80.97773187499999, 'y': 35.08441518750001}",408.7611032706534
184,"{'x': -80.97773287499999, 'y': 35.10816225000001}","{'x': -80.98303606249999, 'y': 35.10816225000001}","{'x': -80.97773287499999, 'y': 35.102225484375005}","{'x': -80.98303606249999, 'y': 35.102225484375005}",408.8107563558312
185,"{'x': -80.98303706249999, 'y': 35.10816225000001}","{'x': -80.98833925, 'y': 35.10816225000001}","{'x': -80.98303706249999, 'y': 35.102225484375005}","{'x': -80.98833925, 'y': 35.102225484375005}",408.7839219282339
186,"{'x': -80.97773287499999, 'y': 35.10222448437501}","{'x': -80.98303606249999, 'y': 35.10222448437501}","{'x': -80.97773287499999, 'y': 35.09628871875}","{'x': -80.98303606249999, 'y': 35.09628871875}",408.77623729593813
187,"{'x': -80.98303706249999, 'y': 35.10222448437501}","{'x': -80.98833925, 'y': 35.10222448437501}","{'x': -80.98303706249999, 'y': 35.09628871875}","{'x': -80.98833925, 'y': 35.09628871875}",408.74939669208044
188,"{'x': -80.96712449999998, 'y': 35.10816225000001}","{'x': -80.97242818749999, 'y': 35.10816225000001}","{'x': -80.96712449999998, 'y': 35.102225484375005}","{'x': -80.97242818749999, 'y': 35.102225484375005}",408.82417480669534
189,"{'x': -80.97242918749998, 'y': 35.10816225000001}","{'x': -80.97773187499999, 'y': 35.10816225000001}","{'x': -80.97242918749998, 'y': 35.102225484375005}","{'x': -80.97773187499999, 'y': 35.102225484375005}",408.7973387296502
190,"{'x': -80.96712449999998, 'y': 35.10222448437501}","{'x': -80.97242818749999, 'y': 35.10222448437501}","{'x': -80.96712449999998, 'y': 35.09628871875}","{'x': -80.97242818749999, 'y': 35.09628871875}",408.78965883500933
191,"{'x': -80.97242918749998, 'y': 35.10222448437501}","{'x': -80.97773187499999, 'y': 35.10222448437501}","{'x': -80.97242918749998, 'y': 35.09628871875}","{'x': -80.97773187499999, 'y': 35.09628871875}",408.7628165816014
192,"{'x': -80.95651737499998, 'y': 35.072540156250014}","{'x': -80.96182043749998, 'y': 35.072540156250014}","{'x': -80.95651737499998, 'y': 35.06660414062501}","{'x': -80.96182043749998, 'y': 35.06660414062501}",408.8359207828165
193,"{'x': -80.96182143749998, 'y': 35.072540156250014}","{'x': -80.96712349999999, 'y': 35.072540156250014}","{'x': -80.96182143749998, 'y': 35.06660414062501}","{'x': -80.96712349999999, 'y': 35.06660414062501}",408.80906519030066
194,"{'x': -80.95651737499998, 'y': 35.06660314062501}","{'x': -80.96182043749998, 'y': 35.06660314062501}","{'x': -80.95651737499998, 'y': 35.06066812500001}","{'x': -80.96182043749998, 'y': 35.06066812500001}",408.8014030740291
195,"{'x': -80.96182143749998, 'y': 35.06660314062501}","{'x': -80.96712349999999, 'y': 35.06660314062501}","{'x': -80.96182143749998, 'y': 35.06066812500001}","{'x': -80.96712349999999, 'y': 35.06066812500001}",408.77454130627274
196,"{'x': -80.94590924999999, 'y': 35.072540156250014}","{'x': -80.95121281249999, 'y': 35.072540156250014}","{'x': -80.94590924999999, 'y': 35.06660414062501}","{'x': -80.95121281249999, 'y': 35.06660414062501}",408.8493498178248
197,"{'x': -80.95121381249999, 'y': 35.072540156250014}","{'x': -80.95651637499998, 'y': 35.072540156250014}","{'x': -80.95121381249999, 'y': 35.06660414062501}","{'x': -80.95651637499998, 'y': 35.06660414062501}",408.82249257361485
198,"{'x': -80.94590924999999, 'y': 35.06660314062501}","{'x': -80.95121281249999, 'y': 35.06660314062501}","{'x': -80.94590924999999, 'y': 35.06066812500001}","{'x': -80.95121281249999, 'y': 35.06066812500001}",408.8148351967344
199,"{'x': -80.95121381249999, 'y': 35.06660314062501}","{'x': -80.95651637499998, 'y': 35.06660314062501}","{'x': -80.95121381249999, 'y': 35.06066812500001}","{'x': -80.95651637499998, 'y': 35.06066812500001}",408.7879717771815
200,"{'x': -80.95651737499998, 'y': 35.08441418750001}","{'x': -80.96182043749998, 'y': 35.08441418750001}","{'x': -80.95651737499998, 'y': 35.07847767187501}","{'x': -80.96182043749998, 'y': 35.07847767187501}",408.8376383302013
201,"{'x': -80.96182143749998, 'y': 35.08441418750001}","{'x': -80.96712349999999, 'y': 35.08441418750001}","{'x': -80.96182143749998, 'y': 35.07847767187501}","{'x': -80.96712349999999, 'y': 35.07847767187501}",408.81079066595095
202,"{'x': -80.95651737499998, 'y': 35.07847667187501}","{'x': -80.96182043749998, 'y': 35.07847667187501}","{'x': -80.95651737499998, 'y': 35.07254115625001}","{'x': -80.96182043749998, 'y': 35.07254115625001}",408.8031194078519
203,"{'x': -80.96182143749998, 'y': 35.07847667187501}","{'x': -80.96712349999999, 'y': 35.07847667187501}","{'x': -80.96182143749998, 'y': 35.07254115625001}","{'x': -80.96712349999999, 'y': 35.07254115625001}",408.77626556806285
204,"{'x': -80.94590924999999, 'y': 35.08441418750001}","{'x': -80.95121281249999, 'y': 35.08441418750001}","{'x': -80.94590924999999, 'y': 35.07847767187501}","{'x': -80.95121281249999, 'y': 35.07847767187501}",408.851063400909
205,"{'x': -80.95121381249999, 'y': 35.08441418750001}","{'x': -80.95651637499998, 'y': 35.08441418750001}","{'x': -80.95121381249999, 'y': 35.07847767187501}","{'x': -80.95651637499998, 'y': 35.07847767187501}",408.82421408518826
206,"{'x': -80.94590924999999, 'y': 35.07847667187501}","{'x': -80.95121281249999, 'y': 35.07847667187501}","{'x': -80.94590924999999, 'y': 35.07254115625001}","{'x': -80.95121281249999, 'y': 35.07254115625001}",408.816547566406
